Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
02;Akershus;0229;Enebakk;;;SP;Senterpartiet;11,1;7739;56;475;531;0,8;6,2;3;0;
02;Akershus;0229;Enebakk;;;KRF;Kristelig Folkeparti;4,2;7739;32;169;201;-0,5;0;1;0;
02;Akershus;0229;Enebakk;;;V;Venstre;3,2;7739;20;134;154;3,2;1;1;0;
02;Akershus;0229;Enebakk;;;H;Høyre;27,7;7739;152;1173;1325;-4,8;11,3;8;0;
02;Akershus;0229;Enebakk;;;FRP;Fremskrittspartiet;22,8;7739;116;974;1090;0,7;-10,3;6;0;
02;Akershus;0230;Lørenskog;;;A;Det norske Arbeiderparti;44;26130;1388;5927;7315;3,1;3,9;21;0;
02;Akershus;0230;Lørenskog;;;SV;Sosialistisk Venstreparti;3,1;26130;103;420;523;-2;-1,9;2;0;
02;Akershus;0230;Lørenskog;;;RØDT;Rødt;1,2;26130;28;164;192;-0,1;-0,1;0;0;
02;Akershus;0230;Lørenskog;;;SP;Senterpartiet;0,9;26130;21;136;157;-0,8;-0,5;0;0;
02;Akershus;0230;Lørenskog;;;KRF;Kristelig Folkeparti;3,1;26130;100;417;517;-0,6;0,2;2;0;
02;Akershus;0230;Lørenskog;;;V;Venstre;4,5;26130;89;662;751;0,4;0,8;2;0;
02;Akershus;0230;Lørenskog;;;H;Høyre;29,4;26130;676;4210;4886;11,6;11,4;14;0;
02;Akershus;0230;Lørenskog;;;FRP;Fremskrittspartiet;11,4;26130;335;1559;1894;-8,9;-15,1;5;0;
02;Akershus;0230;Lørenskog;;;LVH;Lørenskog i våre hjerter;2,3;26130;50;330;380;-2,7;2,3;1;0;
02;Akershus;0231;Skedsmo;;;A;Det norske Arbeiderparti;39,9;37200;1930;7331;9261;2,2;-0,9;19;0;
02;Akershus;0231;Skedsmo;;;SV;Sosialistisk Venstreparti;3,5;37200;178;636;814;-1,8;-1,3;2;0;
02;Akershus;0231;Skedsmo;;;RØDT;Rødt;0,9;37200;48;154;202;-0,2;0,1;0;0;
02;Akershus;0231;Skedsmo;;;SP;Senterpartiet;1,6;37200;63;308;371;-1;-0,3;1;0;
02;Akershus;0231;Skedsmo;;;KRF;Kristelig Folkeparti;2,5;37200;128;443;571;-1;-0,4;1;0;
02;Akershus;0231;Skedsmo;;;V;Venstre;3,6;37200;154;676;830;-0,3;0;2;0;
02;Akershus;0231;Skedsmo;;;H;Høyre;30,4;37200;1246;5801;7047;8,1;12;14;0;
02;Akershus;0231;Skedsmo;;;FRP;Fremskrittspartiet;11,8;37200;623;2109;2732;-10,3;-13,8;5;0;
02;Akershus;0231;Skedsmo;;;MDG;Miljøpartiet De Grønne;0,5;37200;23;104;127;0,5;0,2;0;0;
02;Akershus;0231;Skedsmo;;;PP;Pensjonistpartiet;1,6;37200;111;257;368;-0,1;0,9;1;0;
02;Akershus;0231;Skedsmo;;;FRBB;Folkets Røst By- og Bygdeliste;3,7;37200;209;657;866;3,7;3,7;2;0;
02;Akershus;0233;Nittedal;;;A;Det norske Arbeiderparti;34,4;15671;568;3006;3574;9,2;-3,8;10;0;
02;Akershus;0233;Nittedal;;;SV;Sosialistisk Venstreparti;2,7;15671;51;234;285;-2,1;-3,4;1;0;
02;Akershus;0233;Nittedal;;;RØDT;Rødt;1,1;15671;22;91;113;-0,9;0,1;0;0;
02;Akershus;0233;Nittedal;;;SP;Senterpartiet;3,4;15671;58;298;356;-2,1;0,9;1;0;
02;Akershus;0233;Nittedal;;;KRF;Kristelig Folkeparti;2,4;15671;57;197;254;-0,5;-0,1;1;0;
02;Akershus;0233;Nittedal;;;V;Venstre;9,7;15671;131;876;1007;2,2;5,7;3;0;
02;Akershus;0233;Nittedal;;;H;Høyre;32,3;15671;485;2876;3361;8,1;14,3;9;0;
02;Akershus;0233;Nittedal;;;FRP;Fremskrittspartiet;14;15671;237;1214;1451;-11;-12,5;4;0;
02;Akershus;0234;Gjerdrum;;;A;Det norske Arbeiderparti;33,4;4301;174;815;989;3;-1,7;9;0;
02;Akershus;0234;Gjerdrum;;;SV;Sosialistisk Venstreparti;2,6;4301;23;54;77;-2,4;-1,1;1;0;
02;Akershus;0234;Gjerdrum;;;SP;Senterpartiet;8,9;4301;30;234;264;-1,6;1,7;2;0;
02;Akershus;0234;Gjerdrum;;;KRF;Kristelig Folkeparti;5,2;4301;34;120;154;-1,3;0,3;1;0;
02;Akershus;0234;Gjerdrum;;;V;Venstre;11,4;4301;44;293;337;0;6,8;3;0;
02;Akershus;0234;Gjerdrum;;;H;Høyre;28,7;4301;109;741;850;7;9,2;7;0;
02;Akershus;0234;Gjerdrum;;;FRP;Fremskrittspartiet;9,7;4301;49;238;287;-4,7;-13,8;2;0;
02;Akershus;0235;Ullensaker;;;A;Det norske Arbeiderparti;31,7;22456;816;3478;4294;3,3;-4;15;0;
02;Akershus;0235;Ullensaker;;;SV;Sosialistisk Venstreparti;2,2;22456;77;222;299;-0,6;-1,1;1;0;
02;Akershus;0235;Ullensaker;;;RØDT;Rødt;0,7;22456;23;76;99;0;-0,1;0;0;
02;Akershus;0235;Ullensaker;;;SP;Senterpartiet;4,6;22456;65;556;621;-1,4;0,2;2;0;
02;Akershus;0235;Ullensaker;;;KRF;Kristelig Folkeparti;2,3;22456;53;265;318;-0,1;0;1;0;
02;Akershus;0235;Ullensaker;;;V;Venstre;3,1;22456;64;355;419;0,1;0,6;1;0;
02;Akershus;0235;Ullensaker;;;H;Høyre;18,2;22456;380;2084;2464;5,6;0,8;8;0;
02;Akershus;0235;Ullensaker;;;FRP;Fremskrittspartiet;36;22456;845;4029;4874;-5,4;3,6;17;0;
02;Akershus;0235;Ullensaker;;;PP;Pensjonistpartiet;1,2;22456;41;115;156;-1,4;0,5;0;0;
02;Akershus;0236;Nes;;;A;Det norske Arbeiderparti;35,3;14814;698;2398;3096;-5,5;-4,8;13;0;
02;Akershus;0236;Nes;;;SV;Sosialistisk Venstreparti;3,3;14814;50;236;286;-1,6;-1;1;0;
02;Akershus;0236;Nes;;;RØDT;Rødt;0,9;14814;10;70;80;0,9;0,3;0;0;
02;Akershus;0236;Nes;;;SP;Senterpartiet;9,7;14814;146;707;853;-1,8;1,8;4;0;
02;Akershus;0236;Nes;;;KRF;Kristelig Folkeparti;3,7;14814;53;275;328;-0,5;0,5;1;0;
02;Akershus;0236;Nes;;;V;Venstre;6,1;14814;89;444;533;0,4;3,5;2;0;
02;Akershus;0236;Nes;;;H;Høyre;20,8;14814;281;1539;1820;12,4;8,8;7;0;
02;Akershus;0236;Nes;;;FRP;Fremskrittspartiet;20,2;14814;313;1461;1774;-4,4;-8;7;0;
02;Akershus;0237;Eidsvoll;;;A;Det norske Arbeiderparti;36;16313;506;2933;3439;11,6;-2,7;13;0;
02;Akershus;0237;Eidsvoll;;;SV;Sosialistisk Venstreparti;4,6;16313;83;355;438;-1,9;-0,3;2;0;
02;Akershus;0237;Eidsvoll;;;RØDT;Rødt;0,7;16313;17;46;63;-0,5;-0,1;0;0;
02;Akershus;0237;Eidsvoll;;;SP;Senterpartiet;7,6;16313;73;656;729;-4,6;2,4;3;0;
02;Akershus;0237;Eidsvoll;;;KRF;Kristelig Folkeparti;3,7;16313;49;300;349;-0,4;0,4;1;0;
02;Akershus;0237;Eidsvoll;;;V;Venstre;3,2;16313;41;265;306;1,3;0,9;1;0;
02;Akershus;0237;Eidsvoll;;;H;Høyre;25,6;16313;317;2131;2448;6,7;12,3;9;0;
02;Akershus;0237;Eidsvoll;;;FRP;Fremskrittspartiet;14,8;16313;192;1224;1416;-5,5;-15;5;0;
02;Akershus;0237;Eidsvoll;;;PP;Pensjonistpartiet;1,8;16313;22;153;175;-1,5;1,1;0;0;
02;Akershus;0237;Eidsvoll;;;EDP;Eidsvoll Demokratiske Bygdeliste;2;16313;21;174;195;-5,2;2;1;0;
02;Akershus;0238;Nannestad;;;A;Det norske Arbeiderparti;34,1;8361;313;1407;1720;-0,2;-3,2;11;0;
02;Akershus;0238;Nannestad;;;SV;Sosialistisk Venstreparti;3;8361;32;117;149;-0,9;-0,6;1;0;
02;Akershus;0238;Nannestad;;;SP;Senterpartiet;7,1;8361;51;309;360;-3,3;-0,1;2;0;
02;Akershus;0238;Nannestad;;;KRF;Kristelig Folkeparti;4,2;8361;43;170;213;-0,6;0,4;1;0;
02;Akershus;0238;Nannestad;;;V;Venstre;9,4;8361;49;427;476;0,9;6,6;3;0;
02;Akershus;0238;Nannestad;;;H;Høyre;22;8361;157;952;1109;9,5;9,3;7;0;
02;Akershus;0238;Nannestad;;;FRP;Fremskrittspartiet;20,1;8361;180;834;1014;-5,4;-10,9;6;0;
02;Akershus;0239;Hurdal;;;A;Det norske Arbeiderparti;23,5;2096;71;250;321;0,4;-11;4;0;
02;Akershus;0239;Hurdal;;;SV;Sosialistisk Venstreparti;3,2;2096;16;27;43;-5,6;-1,7;0;0;
02;Akershus;0239;Hurdal;;;SP;Senterpartiet;6,5;2096;17;71;88;-3;-2,2;1;0;
02;Akershus;0239;Hurdal;;;KRF;Kristelig Folkeparti;8,7;2096;44;74;118;-1,7;-0,5;1;0;
02;Akershus;0239;Hurdal;;;V;Venstre;32,8;2096;87;361;448;16,1;28,1;6;0;
02;Akershus;0239;Hurdal;;;H;Høyre;8,7;2096;35;84;119;-2,3;-1,1;2;0;
02;Akershus;0239;Hurdal;;;FRP;Fremskrittspartiet;16,6;2096;40;187;227;-3,7;-9,2;3;0;
03;Oslo;0301;Oslo;;;A;Det norske Arbeiderparti;33,1;476566;30111;72596;102707;3,2;-1,9;20;0;
03;Oslo;0301;Oslo;;;SV;Sosialistisk Venstreparti;6,3;476566;5126;14351;19477;-4,3;-4;4;0;
03;Oslo;0301;Oslo;;;RØDT;Rødt;3,6;476566;3158;8099;11257;-1,6;-0,4;2;0;
03;Oslo;0301;Oslo;;;SP;Senterpartiet;0,5;476566;611;980;1591;-0,3;-0,5;0;0;
03;Oslo;0301;Oslo;;;KRF;Kristelig Folkeparti;2,4;476566;2062;5509;7571;-0,6;-0,3;1;0;
03;Oslo;0301;Oslo;;;V;Venstre;8,2;476566;5601;19750;25351;-0,6;1,7;5;0;
03;Oslo;0301;Oslo;;;H;Høyre;35,7;476566;27945;82831;110776;10,5;14;22;0;
03;Oslo;0301;Oslo;;;FRP;Fremskrittspartiet;7;476566;6754;15098;21852;-7,3;-10,6;4;0;
03;Oslo;0301;Oslo;;;DEMN;Demokratene i Norge;0,1;476566;61;153;214;0;0;0;0;
03;Oslo;0301;Oslo;;;DLF;Det Liberale Folkepartiet;0,1;476566;72;175;247;0;0;0;0;
03;Oslo;0301;Oslo;;;KSP;Kristent Samlingsparti;0,1;476566;54;181;235;0;0;0;0;
03;Oslo;0301;Oslo;;;KYST;Kystpartiet;0;476566;35;91;126;0;0;0;0;
03;Oslo;0301;Oslo;;;MDG;Miljøpartiet De Grønne;2,5;476566;1850;5803;7653;1,8;1,9;1;0;
03;Oslo;0301;Oslo;;;NKP;Norges Kommunistiske Parti;0,1;476566;71;139;210;0;0;0;0;
03;Oslo;0301;Oslo;;;PP;Pensjonistpartiet;0,3;476566;375;670;1045;-0,2;0;0;0;
04;Hedmark;0402;Kongsvinger;;;A;Det norske Arbeiderparti;35,6;13987;714;2077;2791;4;-9,1;11;0;
04;Hedmark;0402;Kongsvinger;;;SV;Sosialistisk Venstreparti;4,3;13987;96;243;339;-3,9;-2,2;1;0;
04;Hedmark;0402;Kongsvinger;;;SP;Senterpartiet;5,1;13987;68;333;401;0,4;0,9;2;0;
04;Hedmark;0402;Kongsvinger;;;KRF;Kristelig Folkeparti;2,4;13987;48;142;190;0,2;0,3;1;0;
04;Hedmark;0402;Kongsvinger;;;V;Venstre;5,5;13987;78;350;428;2,4;3,4;2;0;
04;Hedmark;0402;Kongsvinger;;;H;Høyre;17,9;13987;311;1096;1407;1,2;7,2;6;0;
04;Hedmark;0402;Kongsvinger;;;FRP;Fremskrittspartiet;14,4;13987;320;811;1131;-2,8;-9,9;5;0;
04;Hedmark;0402;Kongsvinger;;;PP;Pensjonistpartiet;14,7;13987;314;842;1156;-1,4;10,6;5;0;
04;Hedmark;0403;Hamar;;;A;Det norske Arbeiderparti;37,1;23745;1693;4153;5846;11,9;-11,5;15;0;
04;Hedmark;0403;Hamar;;;SV;Sosialistisk Venstreparti;3,6;23745;197;373;570;-2,2;-5,7;1;0;
04;Hedmark;0403;Hamar;;;RØDT;Rødt;0,8;23745;50;83;133;0,8;0;0;0;
04;Hedmark;0403;Hamar;;;SP;Senterpartiet;1,8;23745;65;216;281;0,2;-2,7;1;0;
04;Hedmark;0403;Hamar;;;KRF;Kristelig Folkeparti;5,7;23745;183;714;897;1,7;2,9;2;0;
04;Hedmark;0403;Hamar;;;V;Venstre;4,4;23745;167;532;699;0,1;1,4;2;0;
04;Hedmark;0403;Hamar;;;H;Høyre;18,9;23745;734;2243;2977;11,8;4,7;7;0;
04;Hedmark;0403;Hamar;;;FRP;Fremskrittspartiet;4;23745;188;445;633;-2,8;-10,1;2;0;
04;Hedmark;0403;Hamar;;;MDG;Miljøpartiet De Grønne;1,1;23745;48;125;173;1,1;0,7;0;0;
04;Hedmark;0403;Hamar;;;PP;Pensjonistpartiet;4,4;23745;280;417;697;1,1;2,5;2;0;
04;Hedmark;0403;Hamar;;;BBL;By- og bygdelista;18,1;23745;718;2128;2846;-23,9;18,1;7;0;
04;Hedmark;0412;Ringsaker;;;A;Det norske Arbeiderparti;50,4;25594;1850;5760;7610;12,4;-0,5;21;0;
04;Hedmark;0412;Ringsaker;;;SV;Sosialistisk Venstreparti;2,8;25594;121;296;417;-3,6;-2,6;1;0;
04;Hedmark;0412;Ringsaker;;;SP;Senterpartiet;7,7;25594;203;965;1168;-2,7;-2,5;3;0;
04;Hedmark;0412;Ringsaker;;;KRF;Kristelig Folkeparti;2,7;25594;129;282;411;-0,2;0,3;1;0;
04;Hedmark;0412;Ringsaker;;;V;Venstre;5;25594;183;576;759;-3;2,1;2;0;
04;Hedmark;0412;Ringsaker;;;H;Høyre;13,9;25594;442;1663;2105;4,9;3,5;6;0;
04;Hedmark;0412;Ringsaker;;;FRP;Fremskrittspartiet;5,8;25594;211;662;873;-4,2;-9,7;2;0;
04;Hedmark;0412;Ringsaker;;;MDG;Miljøpartiet De Grønne;1;25594;56;101;157;1;0,7;0;0;
04;Hedmark;0412;Ringsaker;;;PP;Pensjonistpartiet;2,2;25594;112;226;338;2,2;0,9;1;0;
04;Hedmark;0412;Ringsaker;;;RSL;Ringsakerlista;8,4;25594;158;1112;1270;-6,9;8,4;4;0;
04;Hedmark;0415;Løten;;;A;Det norske Arbeiderparti;54;5869;316;1573;1889;10,1;2,4;13;0;
04;Hedmark;0415;Løten;;;SV;Sosialistisk Venstreparti;3,7;5869;23;107;130;-3,6;-2,1;1;0;
04;Hedmark;0415;Løten;;;SP;Senterpartiet;15;5869;67;456;523;-7;4;4;0;
04;Hedmark;0415;Løten;;;KRF;Kristelig Folkeparti;3,8;5869;22;112;134;1,3;1,7;1;0;
04;Hedmark;0415;Løten;;;V;Venstre;3,1;5869;18;92;110;0,9;1,5;1;0;
04;Hedmark;0415;Løten;;;H;Høyre;12,1;5869;67;355;422;4,1;4,1;3;0;
04;Hedmark;0415;Løten;;;FRP;Fremskrittspartiet;8,2;5869;49;238;287;-3,1;-9,2;2;0;
04;Hedmark;0417;Stange;;;A;Det norske Arbeiderparti;52,6;15036;957;4110;5067;10;2,7;18;0;
04;Hedmark;0417;Stange;;;SV;Sosialistisk Venstreparti;3,3;15036;62;257;319;-2;-3;1;0;
04;Hedmark;0417;Stange;;;SP;Senterpartiet;7,3;15036;116;592;708;-6;-2,9;3;0;
04;Hedmark;0417;Stange;;;KRF;Kristelig Folkeparti;5,3;15036;90;418;508;0,5;1,5;2;0;
04;Hedmark;0417;Stange;;;V;Venstre;5,3;15036;89;417;506;-0,6;2,6;2;0;
04;Hedmark;0417;Stange;;;H;Høyre;11,7;15036;178;946;1124;5,9;2,8;4;0;
04;Hedmark;0417;Stange;;;FRP;Fremskrittspartiet;7,2;15036;136;558;694;-5,1;-8,3;3;0;
04;Hedmark;0417;Stange;;;MDG;Miljøpartiet De Grønne;1,7;15036;38;122;160;1,7;1,3;0;0;
04;Hedmark;0417;Stange;;;PP;Pensjonistpartiet;2,4;15036;50;177;227;-3;0,8;1;0;
04;Hedmark;0417;Stange;;;BLSTA;Bygdelista for Stange;3,3;15036;38;284;322;-1,4;3,3;1;0;
04;Hedmark;0418;Nord-Odal;;;A;Det norske Arbeiderparti;55,6;4100;242;1245;1487;1,7;1,2;14;0;
04;Hedmark;0418;Nord-Odal;;;SV;Sosialistisk Venstreparti;5,1;4100;20;116;136;0,7;-0,9;1;0;
04;Hedmark;0418;Nord-Odal;;;SP;Senterpartiet;9,2;4100;41;206;247;-0,4;1,8;2;0;
04;Hedmark;0418;Nord-Odal;;;V;Venstre;2,8;4100;10;64;74;2,8;1,6;1;0;
04;Hedmark;0418;Nord-Odal;;;H;Høyre;11,9;4100;54;264;318;11,9;6,2;3;0;
04;Hedmark;0418;Nord-Odal;;;FRP;Fremskrittspartiet;15,4;4100;57;355;412;-4,5;-5,5;4;0;
04;Hedmark;0419;Sør-Odal;;;A;Det norske Arbeiderparti;35,3;6242;212;1171;1383;-17;-9,5;10;0;
04;Hedmark;0419;Sør-Odal;;;SV;Sosialistisk Venstreparti;5,8;6242;19;208;227;1;0,4;2;0;
04;Hedmark;0419;Sør-Odal;;;SP;Senterpartiet;13,1;6242;67;445;512;-4,7;4,2;4;0;
04;Hedmark;0419;Sør-Odal;;;H;Høyre;25,9;6242;95;918;1013;17,3;16,6;7;0;
04;Hedmark;0419;Sør-Odal;;;FRP;Fremskrittspartiet;8,8;6242;24;320;344;-0,3;-16,2;2;0;
04;Hedmark;0419;Sør-Odal;;;PP;Pensjonistpartiet;8,6;6242;37;298;335;4;5,9;2;0;
04;Hedmark;0419;Sør-Odal;;;KRF_V_SO;Fellesliste for KrF/Venstre;2,5;6242;6;93;99;2,5;2,5;0;0;
04;Hedmark;0420;Eidskog;;;A;Det norske Arbeiderparti;35,3;5129;220;859;1079;-6,9;-9,7;10;0;
04;Hedmark;0420;Eidskog;;;SV;Sosialistisk Venstreparti;4,3;5129;43;89;132;-1,3;-1,5;1;0;
04;Hedmark;0420;Eidskog;;;SP;Senterpartiet;30,4;5129;199;730;929;15,8;22,7;9;0;
04;Hedmark;0420;Eidskog;;;V;Venstre;3,8;5129;30;85;115;3,8;2,1;1;0;
04;Hedmark;0420;Eidskog;;;H;Høyre;17;5129;111;408;519;-0,1;6,4;5;0;
04;Hedmark;0420;Eidskog;;;FRP;Fremskrittspartiet;8,6;5129;77;185;262;-12;-14,4;3;0;
04;Hedmark;0420;Eidskog;;;DEMN;Demokratene i Norge;0,7;5129;5;17;22;0,7;0,3;0;0;
04;Hedmark;0423;Grue;;;A;Det norske Arbeiderparti;45,6;4111;137;927;1064;0,7;-0,9;9;0;
04;Hedmark;0423;Grue;;;SV;Sosialistisk Venstreparti;3,4;4111;12;68;80;-0,8;-1,9;0;0;
04;Hedmark;0423;Grue;;;SP;Senterpartiet;14,7;4111;52;292;344;14,7;1,7;3;0;
04;Hedmark;0423;Grue;;;GRUEFL;Fellesliste mellom H, KRF og V;36,3;4111;114;733;847;36,3;36,3;7;0;
04;Hedmark;0425;Åsnes;;;A;Det norske Arbeiderparti;41,1;6241;309;1143;1452;10,9;-4;9;0;
04;Hedmark;0425;Åsnes;;;SV;Sosialistisk Venstreparti;2,7;6241;18;78;96;-1,4;-2,5;0;0;
04;Hedmark;0425;Åsnes;;;SP;Senterpartiet;13,2;6241;68;397;465;4,5;2,3;3;0;
04;Hedmark;0425;Åsnes;;;V;Venstre;12,8;6241;71;380;451;0,7;11,4;3;0;
04;Hedmark;0425;Åsnes;;;H;Høyre;10,7;6241;73;306;379;2,9;2,5;3;0;
04;Hedmark;0425;Åsnes;;;FRP;Fremskrittspartiet;11;6241;72;315;387;-3;-11,6;3;0;
04;Hedmark;0425;Åsnes;;;PP;Pensjonistpartiet;4;6241;43;98;141;-12;1,5;1;0;
04;Hedmark;0425;Åsnes;;;RADS;Radikale sosialister;4,5;6241;46;114;160;-2,3;4,5;1;0;
04;Hedmark;0426;Våler;;;A;Det norske Arbeiderparti;49,9;3193;209;826;1035;-12,8;3,6;10;0;
04;Hedmark;0426;Våler;;;SV;Sosialistisk Venstreparti;4,2;3193;27;61;88;0,4;-0,5;1;0;
04;Hedmark;0426;Våler;;;SP;Senterpartiet;8,6;3193;32;147;179;-1,7;-0,2;2;0;
04;Hedmark;0426;Våler;;;V;Venstre;9,7;3193;47;154;201;9,7;8,1;2;0;
04;Hedmark;0426;Våler;;;H;Høyre;12,4;3193;72;185;257;5,9;5,1;2;0;
04;Hedmark;0426;Våler;;;FRP;Fremskrittspartiet;7,6;3193;42;116;158;-2,1;-16,8;1;0;
04;Hedmark;0426;Våler;;;PP;Pensjonistpartiet;6,9;3193;21;122;143;0;2,6;1;0;
04;Hedmark;0426;Våler;;;BYGVÅL;Bygdelista;0,6;3193;2;10;12;0,6;0,6;0;0;
04;Hedmark;0427;Elverum;;;A;Det norske Arbeiderparti;39,2;15721;747;3054;3801;1,6;-6,8;14;0;
04;Hedmark;0427;Elverum;;;SV;Sosialistisk Venstreparti;3,2;15721;82;231;313;-3,2;-2,3;1;0;
04;Hedmark;0427;Elverum;;;SP;Senterpartiet;5,2;15721;93;409;502;-2,9;-1,5;2;0;
04;Hedmark;0427;Elverum;;;KRF;Kristelig Folkeparti;1,8;15721;36;135;171;-0,2;0;0;0;
04;Hedmark;0427;Elverum;;;V;Venstre;3,4;15721;61;268;329;-7,2;0,7;1;0;
04;Hedmark;0427;Elverum;;;H;Høyre;35,9;15721;650;2836;3486;18,5;23,4;13;0;
04;Hedmark;0427;Elverum;;;FRP;Fremskrittspartiet;7,9;15721;168;598;766;-10,1;-13,9;3;0;
04;Hedmark;0427;Elverum;;;MDG;Miljøpartiet De Grønne;0,4;15721;17;22;39;0,4;0,1;0;0;
04;Hedmark;0427;Elverum;;;TE;Team Elverum ¿ Politikk for by og bygd;3,1;15721;38;258;296;3,1;3,1;1;0;
04;Hedmark;0428;Trysil;;;A;Det norske Arbeiderparti;36,6;5452;205;1095;1300;-1,9;-7;9;0;
04;Hedmark;0428;Trysil;;;SV;Sosialistisk Venstreparti;7,3;5452;49;209;258;-4,3;1,2;2;0;
04;Hedmark;0428;Trysil;;;SP;Senterpartiet;16,9;5452;72;530;602;0,9;5,8;4;0;
04;Hedmark;0428;Trysil;;;KRF;Kristelig Folkeparti;4,8;5452;34;138;172;1,6;1,6;1;0;
04;Hedmark;0428;Trysil;;;V;Venstre;3,9;5452;26;113;139;-3,6;1,2;1;0;
04;Hedmark;0428;Trysil;;;H;Høyre;22,6;5452;141;661;802;12,2;11,3;6;0;
04;Hedmark;0428;Trysil;;;FRP;Fremskrittspartiet;7,9;5452;59;223;282;-4,9;-11,6;2;0;
04;Hedmark;0429;Åmot;;;A;Det norske Arbeiderparti;30,4;3416;145;473;618;5,7;-13,9;7;0;
04;Hedmark;0429;Åmot;;;SV;Sosialistisk Venstreparti;5,4;3416;35;75;110;-2,8;-2,1;1;0;
04;Hedmark;0429;Åmot;;;SP;Senterpartiet;35,4;3416;112;608;720;-10,6;23,1;8;0;
04;Hedmark;0429;Åmot;;;V;Venstre;3,3;3416;7;60;67;-0,8;1,4;1;0;
04;Hedmark;0429;Åmot;;;H;Høyre;12,1;3416;66;179;245;5,6;2,4;3;0;
04;Hedmark;0429;Åmot;;;FRP;Fremskrittspartiet;9,2;3416;49;139;188;-1,2;-10,4;2;0;
04;Hedmark;0429;Åmot;;;PP;Pensjonistpartiet;4,2;3416;23;62;85;4,2;2,2;1;0;
04;Hedmark;0430;Stor-Elvdal;;;A;Det norske Arbeiderparti;43,2;2142;130;512;642;3,3;-3,6;9;0;
04;Hedmark;0430;Stor-Elvdal;;;SV;Sosialistisk Venstreparti;3,1;2142;19;27;46;-0,4;-3,4;1;0;
04;Hedmark;0430;Stor-Elvdal;;;SP;Senterpartiet;9,2;2142;28;108;136;-5,9;-6,6;2;0;
04;Hedmark;0430;Stor-Elvdal;;;V;Venstre;6,7;2142;18;82;100;6,7;4,8;1;0;
04;Hedmark;0430;Stor-Elvdal;;;H;Høyre;13,2;2142;56;140;196;-1,1;5,4;3;0;
04;Hedmark;0430;Stor-Elvdal;;;FRP;Fremskrittspartiet;4;2142;12;48;60;-1,1;-13,2;1;0;
04;Hedmark;0430;Stor-Elvdal;;;BSE;Bygdelista i Stor-Elvdal;20,5;2142;80;225;305;-1,6;20,5;4;0;
04;Hedmark;0432;Rendalen;;;A;Det norske Arbeiderparti;46,2;1596;88;471;559;-1,4;-1,6;8;0;
04;Hedmark;0432;Rendalen;;;SV;Sosialistisk Venstreparti;10,8;1596;28;103;131;2,9;4,7;2;0;
04;Hedmark;0432;Rendalen;;;SP;Senterpartiet;35;1596;77;347;424;2,9;10,2;6;0;
04;Hedmark;0432;Rendalen;;;H;Høyre;8;1596;18;79;97;2,8;2,7;1;0;
04;Hedmark;0434;Engerdal;;;A;Det norske Arbeiderparti;48,7;1113;75;337;412;-2,5;8,8;7;0;
04;Hedmark;0434;Engerdal;;;H;Høyre;11,9;1113;19;82;101;4,1;4,7;2;0;
04;Hedmark;0434;Engerdal;;;SP_V;Samlingslista Senterpartiet/Venstre;39,4;1113;64;269;333;-1,6;39,4;6;0;
04;Hedmark;0436;Tolga;;;A;Det norske Arbeiderparti;21,1;1261;25;167;192;-0,6;-8;3;0;
04;Hedmark;0436;Tolga;;;SV;Sosialistisk Venstreparti;23,6;1261;42;173;215;6,2;12,1;4;0;
04;Hedmark;0436;Tolga;;;SP;Senterpartiet;41,6;1261;45;334;379;-11,1;0,1;6;0;
04;Hedmark;0436;Tolga;;;V;Venstre;9,8;1261;19;70;89;9,8;6;2;0;
04;Hedmark;0436;Tolga;;;TFV;Frie Velgere;4,1;1261;5;32;37;-4,3;4,1;0;0;
04;Hedmark;0437;Tynset;;;A;Det norske Arbeiderparti;21,9;4163;260;362;622;5,8;-14,2;6;0;
04;Hedmark;0437;Tynset;;;SV;Sosialistisk Venstreparti;29,4;4163;345;489;834;13;19,5;8;0;
04;Hedmark;0437;Tynset;;;SP;Senterpartiet;22,2;4163;222;409;631;-13,8;-5,9;6;0;
04;Hedmark;0437;Tynset;;;KRF;Kristelig Folkeparti;3,2;4163;37;54;91;-1;0,5;1;0;
04;Hedmark;0437;Tynset;;;V;Venstre;3,7;4163;40;65;105;-1;0,6;1;0;
04;Hedmark;0437;Tynset;;;H;Høyre;11,9;4163;146;192;338;11,9;5,1;3;0;
04;Hedmark;0437;Tynset;;;FRP;Fremskrittspartiet;2,8;4163;38;42;80;0,7;-7,6;1;0;
04;Hedmark;0437;Tynset;;;TYV;Tynsetlista frie velgere;4,8;4163;38;99;137;-15,6;4,8;1;0;
04;Hedmark;0438;Alvdal;;;A;Det norske Arbeiderparti;38,2;1856;112;373;485;4,3;0;6;0;
04;Hedmark;0438;Alvdal;;;SP;Senterpartiet;35;1856;57;387;444;-4,2;3,3;6;0;
04;Hedmark;0438;Alvdal;;;KRF;Kristelig Folkeparti;5,9;1856;13;62;75;-3,1;0;1;0;
04;Hedmark;0438;Alvdal;;;V;Venstre;15,6;1856;33;165;198;-2,2;12;3;0;
